shot_id,timestamp,magnitude1,magnitude2,magnitude3,magnitude4,magnitude5,magnitude6,magnitude7,magnitude8
2,1756301694.3521369,0.5750,1.1872,3.4643,12.1541,5.5210,0.8245,2.2294,3.2503
2,1756301694.3611693,2.2294,3.2503,9.5291,28.2619,10.1345,24.3516,9.9920,10.0257
2,1756301694.3671424,9.5291,28.2619,10.1345,24.3516,9.9920,10.0257,27.9767,2.7031
2,1756301694.374144,24.3516,9.9920,10.0257,27.9767,2.7031,2.3373,5.4871,3.9773
2,1756301694.3856797,2.3373,5.4871,3.9773,23.7339,6.0890,10.5431,18.3435,3.2848
2,1756301694.391672,23.7339,6.0890,10.5431,18.3435,3.2848,22.5040,16.6661,3.5424
2,1756301694.3996556,10.5431,18.3435,3.2848,22.5040,16.6661,3.5424,9.6307,29.4639
2,1756301694.4116812,16.6661,3.5424,9.6307,29.4639,3.5455,2.8868,15.7895,30.2198
2,1756301694.4196732,3.5455,2.8868,15.7895,30.2198,4.1985,4.7108,25.6290,7.1898
3,1756301694.4296575,30.2198,4.1985,4.7108,25.6290,7.1898,10.3394,25.2464,5.9674
3,1756301694.434658,25.6290,7.1898,10.3394,25.2464,5.9674,1.4801,17.1302,12.5554
3,1756301694.4446557,25.2464,5.9674,1.4801,17.1302,12.5554,1.5418,21.8115,9.7876
3,1756301694.4526775,17.1302,12.5554,1.5418,21.8115,9.7876,7.9145,22.6617,2.5105
3,1756301694.4626622,21.8115,9.7876,7.9145,22.6617,2.5105,0.5058,2.0341,2.6957
3,1756301694.4761767,2.6957,2.8044,10.4276,28.9679,3.0270,1.2304,29.9777,11.4745
3,1756301694.4811838,28.9679,3.0270,1.2304,29.9777,11.4745,2.8326,0.2007,2.0321
3,1756301694.492185,0.1688,0.1631,6.2528,24.8289,4.2839,1.8445,1.1802,0.3647
3,1756301694.5012128,0.3195,0.2427,19.7820,21.1220,2.1466,1.9549,0.8021,19.9669
3,1756301694.5101848,2.1466,1.9549,0.8021,19.9669,16.3717,1.7937,0.7346,0.6855
3,1756301694.5192344,1.7937,0.7346,0.6855,32.7687,4.0770,1.7108,25.5928,15.2442
3,1756301694.5252075,32.7687,4.0770,1.7108,25.5928,15.2442,3.1565,1.2906,24.7217
3,1756301694.534741,15.2442,3.1565,1.2906,24.7217,20.6449,3.5554,1.1216,11.9101
3,1756301694.5417411,3.5554,1.1216,11.9101,27.5294,6.7051,3.5118,17.1208,28.1578
3,1756301694.549771,6.7051,3.5118,17.1208,28.1578,2.1617,2.7673,16.2162,8.9544
3,1756301694.5537407,28.1578,2.1617,2.7673,16.2162,8.9544,5.7611,3.8742,5.1660
3,1756301694.5678022,6.2675,5.1099,4.8337,32.4828,5.4857,2.6173,0.2917,1.4291
3,1756301694.5717742,0.2917,1.4291,1.3913,30.5851,3.3552,1.0383,28.8768,5.9561
3,1756301694.5757778,30.5851,3.3552,1.0383,28.8768,5.9561,1.7448,29.9362,15.5857
3,1756301694.5801227,28.8768,5.9561,1.7448,29.9362,15.5857,0.8922,1.3987,2.4150
3,1756301694.592391,0.8922,1.3987,2.4150,33.5473,6.2066,1.3240,3.0545,32.7526
3,1756301694.599413,6.2066,1.3240,3.0545,32.7526,4.3818,0.3036,29.0028,27.9727
3,1756301694.6033993,32.7526,4.3818,0.3036,29.0028,27.9727,3.2075,1.6730,1.6992
3,1756301694.616401,3.2075,1.6730,1.6992,28.0738,10.1146,2.6511,0.6193,30.3212
3,1756301694.6253972,10.1146,2.6511,0.6193,30.3212,10.7289,3.0156,32.1504,21.7743
3,1756301694.6303957,30.3212,10.7289,3.0156,32.1504,21.7743,4.8163,27.5759,11.9151
3,1756301694.635986,32.1504,21.7743,4.8163,27.5759,11.9151,2.6866,14.4726,33.3238
3,1756301694.6500015,11.9151,2.6866,14.4726,33.3238,5.3261,2.6447,10.4129,34.5984
3,1756301694.6580117,5.3261,2.6447,10.4129,34.5984,4.7333,4.9830,35.1998,3.9558
3,1756301694.6619873,34.5984,4.7333,4.9830,35.1998,3.9558,3.2763,27.2524,6.5784
3,1756301694.6669908,35.1998,3.9558,3.2763,27.2524,6.5784,10.5509,23.8582,9.9582
3,1756301694.6771226,27.2524,6.5784,10.5509,23.8582,9.9582,19.2851,17.9592,9.0325
3,1756301694.6851368,10.5509,23.8582,9.9582,19.2851,17.9592,9.0325,0.7137,10.0451
3,1756301694.69512,9.0325,0.7137,10.0451,15.5988,5.1128,7.2087,10.9227,5.7827
3,1756301694.700119,15.5988,5.1128,7.2087,10.9227,5.7827,9.8324,3.0096,5.1998
3,1756301694.7151458,0.3528,6.4314,5.1027,11.2350,8.8768,13.1138,11.6176,19.4529
3,1756301694.7181199,5.1027,11.2350,8.8768,13.1138,11.6176,19.4529,8.8787,5.5687
3,1756301694.726122,8.8768,13.1138,11.6176,19.4529,8.8787,5.5687,24.8757,11.7537
3,1756301694.7321198,19.4529,8.8787,5.5687,24.8757,11.7537,21.9164,7.3851,3.2950
3,1756301694.7391355,5.5687,24.8757,11.7537,21.9164,7.3851,3.2950,7.1419,10.1633
3,1756301694.752143,7.3851,3.2950,7.1419,10.1633,2.7804,2.2481,3.3124,3.7172
3,1756301694.7651718,2.5347,6.5830,5.8191,33.0858,4.5109,20.2592,1.9041,7.9968
3,1756301694.7691443,5.8191,33.0858,4.5109,20.2592,1.9041,7.9968,2.4444,1.9205
3,1756301694.7816775,0.9587,1.7106,5.0485,20.5893,3.4283,6.6693,12.2913,31.1016
3,1756301694.7906666,3.4283,6.6693,12.2913,31.1016,2.6242,24.2590,15.6136,1.9298
3,1756301694.794651,12.2913,31.1016,2.6242,24.2590,15.6136,1.9298,2.9642,27.9887
3,1756301694.8066506,15.6136,1.9298,2.9642,27.9887,3.3906,1.2415,0.7281,1.8130
3,1756301694.8286505,4.8144,3.9403,13.8244,16.7105,12.7390,23.2158,7.5190,5.8021
3,1756301694.8336518,13.8244,16.7105,12.7390,23.2158,7.5190,5.8021,17.7589,6.8851
3,1756301694.842652,23.2158,7.5190,5.8021,17.7589,6.8851,2.2618,0.4804,1.3843
3,1756301694.8566554,0.8737,0.3339,6.5844,25.5632,17.9675,2.6683,31.6310,3.3497
3,1756301694.8616652,25.5632,17.9675,2.6683,31.6310,3.3497,1.4575,21.9893,17.9890
3,1756301694.8686655,31.6310,3.3497,1.4575,21.9893,17.9890,8.4336,5.1876,2.2676
3,1756301694.890238,5.4284,2.8793,3.9738,32.7360,7.4989,17.7750,28.2557,6.0484
3,1756301694.896223,32.7360,7.4989,17.7750,28.2557,6.0484,3.4228,16.4467,28.9131
3,1756301694.9052365,6.0484,3.4228,16.4467,28.9131,4.5975,13.0405,28.4140,2.4170
3,1756301694.910227,28.9131,4.5975,13.0405,28.4140,2.4170,3.0510,30.7348,11.4556
3,1756301694.9202335,28.4140,2.4170,3.0510,30.7348,11.4556,3.8090,29.9330,3.8429
3,1756301694.9262297,30.7348,11.4556,3.8090,29.9330,3.8429,28.4161,17.3327,26.4441
3,1756301694.9351733,3.8090,29.9330,3.8429,28.4161,17.3327,26.4441,14.3677,2.6284
3,1756301694.943174,3.8429,28.4161,17.3327,26.4441,14.3677,2.6284,0.2249,24.9913
3,1756301694.9549403,14.3677,2.6284,0.2249,24.9913,16.4301,3.8310,30.4949,12.9333
3,1756301694.9589398,24.9913,16.4301,3.8310,30.4949,12.9333,5.0333,4.3085,2.1019
3,1756301694.9834766,2.0943,5.0353,2.9989,29.2067,6.1460,7.8492,22.1427,3.5318
3,1756301694.9874778,29.2067,6.1460,7.8492,22.1427,3.5318,1.3813,26.7032,2.4007
3,1756301694.9970844,22.1427,3.5318,1.3813,26.7032,2.4007,4.7833,4.5724,0.9543
1,1756302178.2777896,6.4413,7.5309,15.8420,16.0646,2.0653,3.1727,3.1401,6.7011
2,1756302216.5060403,1.7138,0.5182,3.5468,14.0480,10.3837,2.7567,2.8233,0.7999
3,1756302240.065571,2.2935,6.5144,7.4041,21.4449,1.3814,7.0959,10.2259,1.6337
4,1756302241.2914495,21.4449,1.3814,7.0959,10.2259,1.6337,0.5774,1.0042,0.7274
1,1756307338.0710108,4.2037,4.7918,12.4097,18.4843,1.9232,5.1353,6.2666,6.6335
2,1756307355.2340531,2.5407,2.2960,8.9030,21.0183,4.3651,6.9686,7.8159,1.0318
3,1756307451.318126,4.0112,6.9679,6.8667,24.0949,3.8062,5.9271,8.8824,0.7422
4,1756307475.9099061,3.3960,4.6974,3.9982,10.1954,5.1986,1.1120,3.1855,3.0571
